"","name","module","connectivity","participation","role","X0.228752265877247"
"1518","1518",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
"1543","1543",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
"1740","1740",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
"1753","1753",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
"1763","1763",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
"227","227",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
"300","300",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
"318","318",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
"365","365",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
"792","792",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
"842","842",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
"15","15",2,1.03126991334362,0.192470483403876,"Peripheral",0.228752265877247
"13","13",2,2.78721957378298,0.23033875859712,"Connector Hub",0.228752265877247
"1","1",2,3.02776062315823,0.222514961044826,"Connector Hub",0.228752265877247
"2","2",2,3.14803114784586,0.120493510655343,"Connector Hub",0.228752265877247
"20","20",2,3.86965429597162,0.528994101307699,"Connector Hub",0.228752265877247
"9","9",2,4.42289870953471,0.251479289940827,"Connector Hub",0.228752265877247
"10","10",2,4.63938565397244,0.228646200995161,"Connector Hub",0.228752265877247
"11","11",2,4.90398080828522,0.299344919973627,"Connector Hub",0.228752265877247
"17","17",2,4.95208901816027,0.551499125258903,"Connector Hub",0.228752265877247
"6","6",2,5.43317111691078,0.368810542110258,"Connector Hub",0.228752265877247
"12","12",2,5.48127932678583,0.374688501245994,"Connector Hub",0.228752265877247
"14","14",2,5.67371216628604,0.51919164678224,"Connector Hub",0.228752265877247
"7","7",2,5.84209090084872,0.372643849206348,"Connector Hub",0.228752265877247
"3","3",2,6.3953353144118,0.502336397099339,"Connector Hub",0.228752265877247
"8","8",2,6.78020099341221,0.548124047271713,"Connector Hub",0.228752265877247
