"","name","module","connectivity","participation","role","X0.228752265877247"
"1271","1271",1,-0.0893639963940669,0.53125,"Peripheral",0.228752265877247
"1628","1628",1,-0.0893639963940669,0.53125,"Peripheral",0.228752265877247
"176","176",1,-0.0893639963940669,0.53125,"Peripheral",0.228752265877247
"453","453",1,-0.0893639963940669,0.53125,"Peripheral",0.228752265877247
"561","561",1,-0.0893639963940669,0.53125,"Peripheral",0.228752265877247
"791","791",1,-0.0893639963940669,0.53125,"Peripheral",0.228752265877247
"860","860",1,-0.0893639963940669,0.53125,"Peripheral",0.228752265877247
"935","935",1,-0.0893639963940669,0.53125,"Peripheral",0.228752265877247
"959","959",1,-0.0893639963940669,0.53125,"Peripheral",0.228752265877247
"1411","1411",1,-0.0893639963940669,0.567901234567901,"Peripheral",0.228752265877247
"602","602",1,-0.0893639963940669,0.567901234567901,"Peripheral",0.228752265877247
"1459","1459",1,-0.0893639963940669,0.58,"Peripheral",0.228752265877247
"1385","1385",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"1423","1423",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"1456","1456",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"1532","1532",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"1557","1557",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"1596","1596",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"1701","1701",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"1800","1800",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"1834","1834",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"240","240",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"244","244",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"310","310",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"490","490",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"511","511",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"583","583",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"639","639",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"652","652",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"712","712",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"722","722",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"743","743",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"769","769",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"774","774",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"907","907",1,-0.0678963984466114,0,"Ultra peripheral",0.228752265877247
"1114","1114",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"1192","1192",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"1273","1273",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"1421","1421",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"1436","1436",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"1564","1564",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"1602","1602",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"1650","1650",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"185","185",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"237","237",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"433","433",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"556","556",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"638","638",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"676","676",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"781","781",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"817","817",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"863","863",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"906","906",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"956","956",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"981","981",1,-0.0678963984466114,0.244897959183674,"Peripheral",0.228752265877247
"1105","1105",1,-0.0678963984466114,0.375,"Peripheral",0.228752265877247
"1702","1702",1,-0.0678963984466114,0.375,"Peripheral",0.228752265877247
"187","187",1,-0.0678963984466114,0.375,"Peripheral",0.228752265877247
"415","415",1,-0.0678963984466114,0.375,"Peripheral",0.228752265877247
"825","825",1,-0.0678963984466114,0.375,"Peripheral",0.228752265877247
"920","920",1,-0.0678963984466114,0.375,"Peripheral",0.228752265877247
"1394","1394",1,-0.0678963984466114,0.40625,"Peripheral",0.228752265877247
"1692","1692",1,-0.0678963984466114,0.493827160493827,"Peripheral",0.228752265877247
"171","171",1,-0.0678963984466114,0.493827160493827,"Peripheral",0.228752265877247
"266","266",1,-0.0678963984466114,0.493827160493827,"Peripheral",0.228752265877247
"544","544",1,-0.0678963984466114,0.493827160493827,"Peripheral",0.228752265877247
"1451","1451",1,-0.0678963984466114,0.56,"Peripheral",0.228752265877247
"960","960",1,-0.0678963984466114,0.56,"Peripheral",0.228752265877247
"1074","1074",1,-0.0678963984466114,0.59504132231405,"Peripheral",0.228752265877247
"1086","1086",1,-0.0678963984466114,0.59504132231405,"Peripheral",0.228752265877247
"1129","1129",1,-0.0678963984466114,0.59504132231405,"Peripheral",0.228752265877247
"460","460",1,-0.0678963984466114,0.59504132231405,"Peripheral",0.228752265877247
"539","539",1,-0.0678963984466114,0.59504132231405,"Peripheral",0.228752265877247
"823","823",1,-0.0678963984466114,0.59504132231405,"Peripheral",0.228752265877247
"859","859",1,-0.0678963984466114,0.59504132231405,"Peripheral",0.228752265877247
"1024","1024",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"1075","1075",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"1499","1499",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"1551","1551",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"1569","1569",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"1597","1597",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"1621","1621",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"1624","1624",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"1667","1667",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"1711","1711",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"1724","1724",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"1730","1730",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"1778","1778",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"247","247",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"402","402",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"423","423",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"542","542",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"677","677",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"74","74",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"87","87",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"926","926",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"963","963",1,-0.046428800499156,0,"Ultra peripheral",0.228752265877247
"1014","1014",1,-0.046428800499156,0.21875,"Peripheral",0.228752265877247
"1272","1272",1,-0.046428800499156,0.21875,"Peripheral",0.228752265877247
"1481","1481",1,-0.046428800499156,0.21875,"Peripheral",0.228752265877247
"507","507",1,-0.046428800499156,0.21875,"Peripheral",0.228752265877247
"521","521",1,-0.046428800499156,0.21875,"Peripheral",0.228752265877247
"60","60",1,-0.046428800499156,0.21875,"Peripheral",0.228752265877247
"732","732",1,-0.046428800499156,0.21875,"Peripheral",0.228752265877247
"886","886",1,-0.046428800499156,0.21875,"Peripheral",0.228752265877247
"1171","1171",1,-0.046428800499156,0.345679012345679,"Peripheral",0.228752265877247
"1488","1488",1,-0.046428800499156,0.345679012345679,"Peripheral",0.228752265877247
"1515","1515",1,-0.046428800499156,0.345679012345679,"Peripheral",0.228752265877247
"1585","1585",1,-0.046428800499156,0.345679012345679,"Peripheral",0.228752265877247
"219","219",1,-0.046428800499156,0.345679012345679,"Peripheral",0.228752265877247
"331","331",1,-0.046428800499156,0.345679012345679,"Peripheral",0.228752265877247
"683","683",1,-0.046428800499156,0.345679012345679,"Peripheral",0.228752265877247
"757","757",1,-0.046428800499156,0.345679012345679,"Peripheral",0.228752265877247
"1034","1034",1,-0.046428800499156,0.37037037037037,"Peripheral",0.228752265877247
"1161","1161",1,-0.046428800499156,0.37037037037037,"Peripheral",0.228752265877247
"236","236",1,-0.046428800499156,0.37037037037037,"Peripheral",0.228752265877247
"483","483",1,-0.046428800499156,0.37037037037037,"Peripheral",0.228752265877247
"1657","1657",1,-0.046428800499156,0.42,"Peripheral",0.228752265877247
"100","100",1,-0.046428800499156,0.46,"Peripheral",0.228752265877247
"1153","1153",1,-0.046428800499156,0.46,"Peripheral",0.228752265877247
"1567","1567",1,-0.046428800499156,0.46,"Peripheral",0.228752265877247
"1636","1636",1,-0.046428800499156,0.46,"Peripheral",0.228752265877247
"1663","1663",1,-0.046428800499156,0.46,"Peripheral",0.228752265877247
"370","370",1,-0.046428800499156,0.46,"Peripheral",0.228752265877247
"263","263",1,-0.046428800499156,0.486111111111111,"Peripheral",0.228752265877247
"764","764",1,-0.046428800499156,0.486111111111111,"Peripheral",0.228752265877247
"1478","1478",1,-0.046428800499156,0.512396694214876,"Peripheral",0.228752265877247
"1118","1118",1,-0.046428800499156,0.528925619834711,"Peripheral",0.228752265877247
"1552","1552",1,-0.046428800499156,0.528925619834711,"Peripheral",0.228752265877247
"1815","1815",1,-0.046428800499156,0.528925619834711,"Peripheral",0.228752265877247
"287","287",1,-0.046428800499156,0.528925619834711,"Peripheral",0.228752265877247
"475","475",1,-0.046428800499156,0.528925619834711,"Peripheral",0.228752265877247
"52","52",1,-0.046428800499156,0.528925619834711,"Peripheral",0.228752265877247
"820","820",1,-0.046428800499156,0.528925619834711,"Peripheral",0.228752265877247
"898","898",1,-0.046428800499156,0.528925619834711,"Peripheral",0.228752265877247
"934","934",1,-0.046428800499156,0.528925619834711,"Peripheral",0.228752265877247
"49","49",1,-0.046428800499156,0.541666666666667,"Peripheral",0.228752265877247
"1320","1320",1,-0.046428800499156,0.569444444444444,"Peripheral",0.228752265877247
"1382","1382",1,-0.046428800499156,0.569444444444444,"Peripheral",0.228752265877247
"1448","1448",1,-0.046428800499156,0.569444444444444,"Peripheral",0.228752265877247
"154","154",1,-0.046428800499156,0.569444444444444,"Peripheral",0.228752265877247
"1598","1598",1,-0.046428800499156,0.569444444444444,"Peripheral",0.228752265877247
"1661","1661",1,-0.046428800499156,0.569444444444444,"Peripheral",0.228752265877247
"1687","1687",1,-0.046428800499156,0.569444444444444,"Peripheral",0.228752265877247
"1769","1769",1,-0.046428800499156,0.569444444444444,"Peripheral",0.228752265877247
"53","53",1,-0.046428800499156,0.569444444444444,"Peripheral",0.228752265877247
"680","680",1,-0.046428800499156,0.569444444444444,"Peripheral",0.228752265877247
"940","940",1,-0.046428800499156,0.569444444444444,"Peripheral",0.228752265877247
"1403","1403",1,-0.046428800499156,0.591715976331361,"Peripheral",0.228752265877247
"1407","1407",1,-0.046428800499156,0.591715976331361,"Peripheral",0.228752265877247
"1833","1833",1,-0.046428800499156,0.591715976331361,"Peripheral",0.228752265877247
"1641","1641",1,-0.046428800499156,0.602040816326531,"Peripheral",0.228752265877247
"1110","1110",1,-0.0249612025517005,0,"Ultra peripheral",0.228752265877247
"1131","1131",1,-0.0249612025517005,0,"Ultra peripheral",0.228752265877247
"1463","1463",1,-0.0249612025517005,0,"Ultra peripheral",0.228752265877247
"1487","1487",1,-0.0249612025517005,0,"Ultra peripheral",0.228752265877247
"1554","1554",1,-0.0249612025517005,0,"Ultra peripheral",0.228752265877247
"1576","1576",1,-0.0249612025517005,0,"Ultra peripheral",0.228752265877247
"1679","1679",1,-0.0249612025517005,0,"Ultra peripheral",0.228752265877247
"376","376",1,-0.0249612025517005,0,"Ultra peripheral",0.228752265877247
"479","479",1,-0.0249612025517005,0,"Ultra peripheral",0.228752265877247
"541","541",1,-0.0249612025517005,0,"Ultra peripheral",0.228752265877247
"587","587",1,-0.0249612025517005,0,"Ultra peripheral",0.228752265877247
"621","621",1,-0.0249612025517005,0,"Ultra peripheral",0.228752265877247
"82","82",1,-0.0249612025517005,0,"Ultra peripheral",0.228752265877247
"857","857",1,-0.0249612025517005,0,"Ultra peripheral",0.228752265877247
"943","943",1,-0.0249612025517005,0,"Ultra peripheral",0.228752265877247
"1422","1422",1,-0.0249612025517005,0.197530864197531,"Peripheral",0.228752265877247
"1555","1555",1,-0.0249612025517005,0.197530864197531,"Peripheral",0.228752265877247
"636","636",1,-0.0249612025517005,0.197530864197531,"Peripheral",0.228752265877247
"653","653",1,-0.0249612025517005,0.197530864197531,"Peripheral",0.228752265877247
"723","723",1,-0.0249612025517005,0.197530864197531,"Peripheral",0.228752265877247
"1026","1026",1,-0.0249612025517005,0.32,"Peripheral",0.228752265877247
"1035","1035",1,-0.0249612025517005,0.32,"Peripheral",0.228752265877247
"1093","1093",1,-0.0249612025517005,0.32,"Peripheral",0.228752265877247
"1160","1160",1,-0.0249612025517005,0.32,"Peripheral",0.228752265877247
"1424","1424",1,-0.0249612025517005,0.32,"Peripheral",0.228752265877247
"1486","1486",1,-0.0249612025517005,0.32,"Peripheral",0.228752265877247
"395","395",1,-0.0249612025517005,0.32,"Peripheral",0.228752265877247
"588","588",1,-0.0249612025517005,0.32,"Peripheral",0.228752265877247
"637","637",1,-0.0249612025517005,0.32,"Peripheral",0.228752265877247
"657","657",1,-0.0249612025517005,0.32,"Peripheral",0.228752265877247
"70","70",1,-0.0249612025517005,0.32,"Peripheral",0.228752265877247
"75","75",1,-0.0249612025517005,0.32,"Peripheral",0.228752265877247
"79","79",1,-0.0249612025517005,0.32,"Peripheral",0.228752265877247
"867","867",1,-0.0249612025517005,0.32,"Peripheral",0.228752265877247
"1165","1165",1,-0.0249612025517005,0.34,"Peripheral",0.228752265877247
"1167","1167",1,-0.0249612025517005,0.396694214876033,"Peripheral",0.228752265877247
"1485","1485",1,-0.0249612025517005,0.396694214876033,"Peripheral",0.228752265877247
"748","748",1,-0.0249612025517005,0.396694214876033,"Peripheral",0.228752265877247
"104","104",1,-0.0249612025517005,0.429752066115702,"Peripheral",0.228752265877247
"1425","1425",1,-0.0249612025517005,0.429752066115702,"Peripheral",0.228752265877247
"1536","1536",1,-0.0249612025517005,0.429752066115702,"Peripheral",0.228752265877247
"1678","1678",1,-0.0249612025517005,0.429752066115702,"Peripheral",0.228752265877247
"1684","1684",1,-0.0249612025517005,0.429752066115702,"Peripheral",0.228752265877247
"301","301",1,-0.0249612025517005,0.429752066115702,"Peripheral",0.228752265877247
"986","986",1,-0.0249612025517005,0.429752066115702,"Peripheral",0.228752265877247
"291","291",1,-0.0249612025517005,0.444444444444445,"Peripheral",0.228752265877247
"832","832",1,-0.0249612025517005,0.444444444444445,"Peripheral",0.228752265877247
"1811","1811",1,-0.0249612025517005,0.473372781065089,"Peripheral",0.228752265877247
"146","146",1,-0.0249612025517005,0.489795918367347,"Peripheral",0.228752265877247
"1786","1786",1,-0.0249612025517005,0.489795918367347,"Peripheral",0.228752265877247
"400","400",1,-0.0249612025517005,0.489795918367347,"Peripheral",0.228752265877247
"1143","1143",1,-0.0249612025517005,0.5,"Peripheral",0.228752265877247
"1368","1368",1,-0.0249612025517005,0.5,"Peripheral",0.228752265877247
"1469","1469",1,-0.0249612025517005,0.5,"Peripheral",0.228752265877247
"1631","1631",1,-0.0249612025517005,0.5,"Peripheral",0.228752265877247
"286","286",1,-0.0249612025517005,0.5,"Peripheral",0.228752265877247
"322","322",1,-0.0249612025517005,0.5,"Peripheral",0.228752265877247
"585","585",1,-0.0249612025517005,0.5,"Peripheral",0.228752265877247
"853","853",1,-0.0249612025517005,0.5,"Peripheral",0.228752265877247
"970","970",1,-0.0249612025517005,0.5,"Peripheral",0.228752265877247
"1164","1164",1,-0.0249612025517005,0.520710059171598,"Peripheral",0.228752265877247
"258","258",1,-0.0249612025517005,0.520710059171598,"Peripheral",0.228752265877247
"1040","1040",1,-0.0249612025517005,0.544378698224852,"Peripheral",0.228752265877247
"1128","1128",1,-0.0249612025517005,0.544378698224852,"Peripheral",0.228752265877247
"1266","1266",1,-0.0249612025517005,0.544378698224852,"Peripheral",0.228752265877247
"1675","1675",1,-0.0249612025517005,0.544378698224852,"Peripheral",0.228752265877247
"228","228",1,-0.0249612025517005,0.544378698224852,"Peripheral",0.228752265877247
"467","467",1,-0.0249612025517005,0.544378698224852,"Peripheral",0.228752265877247
"501","501",1,-0.0249612025517005,0.544378698224852,"Peripheral",0.228752265877247
"150","150",1,-0.0249612025517005,0.571428571428571,"Peripheral",0.228752265877247
"1836","1836",1,-0.0249612025517005,0.571428571428571,"Peripheral",0.228752265877247
"500","500",1,-0.0249612025517005,0.571428571428571,"Peripheral",0.228752265877247
"504","504",1,-0.0249612025517005,0.571428571428571,"Peripheral",0.228752265877247
"58","58",1,-0.0249612025517005,0.571428571428571,"Peripheral",0.228752265877247
"830","830",1,-0.0249612025517005,0.571428571428571,"Peripheral",0.228752265877247
"938","938",1,-0.0249612025517005,0.571428571428571,"Peripheral",0.228752265877247
"1120","1120",1,-0.0249612025517005,0.586666666666667,"Peripheral",0.228752265877247
"1222","1222",1,-0.0249612025517005,0.586666666666667,"Peripheral",0.228752265877247
"254","254",1,-0.0249612025517005,0.586666666666667,"Peripheral",0.228752265877247
"398","398",1,-0.0249612025517005,0.586666666666667,"Peripheral",0.228752265877247
"510","510",1,-0.0249612025517005,0.586666666666667,"Peripheral",0.228752265877247
"582","582",1,-0.0249612025517005,0.586666666666667,"Peripheral",0.228752265877247
"758","758",1,-0.0249612025517005,0.586666666666667,"Peripheral",0.228752265877247
"1148","1148",1,-0.0249612025517005,0.59375,"Peripheral",0.228752265877247
"1187","1187",1,-0.0249612025517005,0.59375,"Peripheral",0.228752265877247
"1375","1375",1,-0.0249612025517005,0.59375,"Peripheral",0.228752265877247
"1713","1713",1,-0.0249612025517005,0.59375,"Peripheral",0.228752265877247
"1746","1746",1,-0.0249612025517005,0.59375,"Peripheral",0.228752265877247
"206","206",1,-0.0249612025517005,0.59375,"Peripheral",0.228752265877247
"238","238",1,-0.0249612025517005,0.59375,"Peripheral",0.228752265877247
"44","44",1,-0.0249612025517005,0.59375,"Peripheral",0.228752265877247
"496","496",1,-0.0249612025517005,0.59375,"Peripheral",0.228752265877247
"703","703",1,-0.0249612025517005,0.59375,"Peripheral",0.228752265877247
"85","85",1,-0.0249612025517005,0.59375,"Peripheral",0.228752265877247
"869","869",1,-0.0249612025517005,0.59375,"Peripheral",0.228752265877247
"1117","1117",1,-0.00349360460424509,0,"Ultra peripheral",0.228752265877247
"1130","1130",1,-0.00349360460424509,0,"Ultra peripheral",0.228752265877247
"1181","1181",1,-0.00349360460424509,0,"Ultra peripheral",0.228752265877247
"28","28",1,-0.00349360460424509,0,"Ultra peripheral",0.228752265877247
"540","540",1,-0.00349360460424509,0,"Ultra peripheral",0.228752265877247
"948","948",1,-0.00349360460424509,0,"Ultra peripheral",0.228752265877247
"1018","1018",1,-0.00349360460424509,0.18,"Peripheral",0.228752265877247
"493","493",1,-0.00349360460424509,0.18,"Peripheral",0.228752265877247
"54","54",1,-0.00349360460424509,0.18,"Peripheral",0.228752265877247
"1007","1007",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"1009","1009",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"1012","1012",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"1019","1019",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"1138","1138",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"114","114",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"1390","1390",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"1458","1458",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"1477","1477",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"1577","1577",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"1583","1583",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"165","165",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"1805","1805",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"1808","1808",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"232","232",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"249","249",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"373","373",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"643","643",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"656","656",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"67","67",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"965","965",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"976","976",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"989","989",1,-0.00349360460424509,0.297520661157025,"Peripheral",0.228752265877247
"1000","1000",1,-0.00349360460424509,0.375,"Peripheral",0.228752265877247
"1439","1439",1,-0.00349360460424509,0.375,"Peripheral",0.228752265877247
"229","229",1,-0.00349360460424509,0.375,"Peripheral",0.228752265877247
"409","409",1,-0.00349360460424509,0.375,"Peripheral",0.228752265877247
"641","641",1,-0.00349360460424509,0.375,"Peripheral",0.228752265877247
"651","651",1,-0.00349360460424509,0.375,"Peripheral",0.228752265877247
"660","660",1,-0.00349360460424509,0.375,"Peripheral",0.228752265877247
"777","777",1,-0.00349360460424509,0.375,"Peripheral",0.228752265877247
"1121","1121",1,-0.00349360460424509,0.402777777777778,"Peripheral",0.228752265877247
"1558","1558",1,-0.00349360460424509,0.402777777777778,"Peripheral",0.228752265877247
"730","730",1,-0.00349360460424509,0.402777777777778,"Peripheral",0.228752265877247
"785","785",1,-0.00349360460424509,0.402777777777778,"Peripheral",0.228752265877247
"835","835",1,-0.00349360460424509,0.402777777777778,"Peripheral",0.228752265877247
"1604","1604",1,-0.00349360460424509,0.42603550295858,"Peripheral",0.228752265877247
"884","884",1,-0.00349360460424509,0.42603550295858,"Peripheral",0.228752265877247
"1356","1356",1,-0.00349360460424509,0.459183673469388,"Peripheral",0.228752265877247
"1372","1372",1,-0.00349360460424509,0.459183673469388,"Peripheral",0.228752265877247
"1566","1566",1,-0.00349360460424509,0.459183673469388,"Peripheral",0.228752265877247
"838","838",1,-0.00349360460424509,0.459183673469388,"Peripheral",0.228752265877247
"313","313",1,-0.00349360460424509,0.461538461538462,"Peripheral",0.228752265877247
"394","394",1,-0.00349360460424509,0.461538461538462,"Peripheral",0.228752265877247
"784","784",1,-0.00349360460424509,0.461538461538462,"Peripheral",0.228752265877247
"953","953",1,-0.00349360460424509,0.461538461538462,"Peripheral",0.228752265877247
"1506","1506",1,-0.00349360460424509,0.473372781065089,"Peripheral",0.228752265877247
"1600","1600",1,-0.00349360460424509,0.473372781065089,"Peripheral",0.228752265877247
"866","866",1,-0.00349360460424509,0.473372781065089,"Peripheral",0.228752265877247
"279","279",1,-0.00349360460424509,0.4921875,"Peripheral",0.228752265877247
"899","899",1,-0.00349360460424509,0.4921875,"Peripheral",0.228752265877247
"1031","1031",1,-0.00349360460424509,0.5,"Peripheral",0.228752265877247
"1496","1496",1,-0.00349360460424509,0.5,"Peripheral",0.228752265877247
"162","162",1,-0.00349360460424509,0.5,"Peripheral",0.228752265877247
"670","670",1,-0.00349360460424509,0.5,"Peripheral",0.228752265877247
"1071","1071",1,-0.00349360460424509,0.520408163265306,"Peripheral",0.228752265877247
"1146","1146",1,-0.00349360460424509,0.520408163265306,"Peripheral",0.228752265877247
"484","484",1,-0.00349360460424509,0.520408163265306,"Peripheral",0.228752265877247
"549","549",1,-0.00349360460424509,0.520408163265306,"Peripheral",0.228752265877247
"684","684",1,-0.00349360460424509,0.520408163265306,"Peripheral",0.228752265877247
"734","734",1,-0.00349360460424509,0.520408163265306,"Peripheral",0.228752265877247
"808","808",1,-0.00349360460424509,0.520408163265306,"Peripheral",0.228752265877247
"856","856",1,-0.00349360460424509,0.520408163265306,"Peripheral",0.228752265877247
"1108","1108",1,-0.00349360460424509,0.524444444444444,"Peripheral",0.228752265877247
"1802","1802",1,-0.00349360460424509,0.524444444444444,"Peripheral",0.228752265877247
"645","645",1,-0.00349360460424509,0.524444444444444,"Peripheral",0.228752265877247
"646","646",1,-0.00349360460424509,0.524444444444444,"Peripheral",0.228752265877247
"1087","1087",1,-0.00349360460424509,0.551111111111111,"Peripheral",0.228752265877247
"1606","1606",1,-0.00349360460424509,0.551111111111111,"Peripheral",0.228752265877247
"1638","1638",1,-0.00349360460424509,0.551111111111111,"Peripheral",0.228752265877247
"1744","1744",1,-0.00349360460424509,0.551111111111111,"Peripheral",0.228752265877247
"391","391",1,-0.00349360460424509,0.551111111111111,"Peripheral",0.228752265877247
"815","815",1,-0.00349360460424509,0.551111111111111,"Peripheral",0.228752265877247
"847","847",1,-0.00349360460424509,0.551111111111111,"Peripheral",0.228752265877247
"1427","1427",1,-0.00349360460424509,0.5703125,"Peripheral",0.228752265877247
"1559","1559",1,-0.00349360460424509,0.5703125,"Peripheral",0.228752265877247
"1633","1633",1,-0.00349360460424509,0.5703125,"Peripheral",0.228752265877247
"169","169",1,-0.00349360460424509,0.5703125,"Peripheral",0.228752265877247
"27","27",1,-0.00349360460424509,0.5703125,"Peripheral",0.228752265877247
"481","481",1,-0.00349360460424509,0.5703125,"Peripheral",0.228752265877247
"531","531",1,-0.00349360460424509,0.5703125,"Peripheral",0.228752265877247
"557","557",1,-0.00349360460424509,0.5703125,"Peripheral",0.228752265877247
"626","626",1,-0.00349360460424509,0.5703125,"Peripheral",0.228752265877247
"741","741",1,-0.00349360460424509,0.5703125,"Peripheral",0.228752265877247
"755","755",1,-0.00349360460424509,0.5703125,"Peripheral",0.228752265877247
"831","831",1,-0.00349360460424509,0.5703125,"Peripheral",0.228752265877247
"887","887",1,-0.00349360460424509,0.5703125,"Peripheral",0.228752265877247
"1188","1188",1,-0.00349360460424509,0.581314878892734,"Peripheral",0.228752265877247
"1381","1381",1,-0.00349360460424509,0.581314878892734,"Peripheral",0.228752265877247
"1460","1460",1,-0.00349360460424509,0.581314878892734,"Peripheral",0.228752265877247
"269","269",1,-0.00349360460424509,0.581314878892734,"Peripheral",0.228752265877247
"332","332",1,-0.00349360460424509,0.581314878892734,"Peripheral",0.228752265877247
"506","506",1,-0.00349360460424509,0.581314878892734,"Peripheral",0.228752265877247
"573","573",1,-0.00349360460424509,0.581314878892734,"Peripheral",0.228752265877247
"66","66",1,-0.00349360460424509,0.581314878892734,"Peripheral",0.228752265877247
"770","770",1,-0.00349360460424509,0.581314878892734,"Peripheral",0.228752265877247
"921","921",1,-0.00349360460424509,0.581314878892734,"Peripheral",0.228752265877247
"939","939",1,-0.00349360460424509,0.581314878892734,"Peripheral",0.228752265877247
"1025","1025",1,-0.00349360460424509,0.58641975308642,"Peripheral",0.228752265877247
"1366","1366",1,-0.00349360460424509,0.58641975308642,"Peripheral",0.228752265877247
